Date,County,Count,Deaths
4/26/2020,Hampshire,427,24
4/26/2020,Middlesex,12648,670
4/26/2020,Nantucket,10,
4/26/2020,Norfolk,5288,418
4/26/2020,Plymouth,4495,230
4/26/2020,Suffolk,11543,424
4/26/2020,Worcester,4572,206
4/26/2020,Unknown,807,14
4/26/2020,Dukes and Nantucket,,1
4/27/2020,Barnstable,798,39
4/27/2020,Berkshire,428,31
4/27/2020,Bristol,3068,137
4/27/2020,Dukes,15,
4/27/2020,Essex,7708,359
4/27/2020,Franklin,231,33
4/27/2020,Hampden,3381,337
4/27/2020,Hampshire,443,26
4/27/2020,Middlesex,12953,700
4/27/2020,Nantucket,10,
4/27/2020,Norfolk,5398,429
4/27/2020,Plymouth,4607,240
4/27/2020,Suffolk,11883,448
4/27/2020,Worcester,4744,215
4/27/2020,Unknown,795,8
4/27/2020,Dukes and Nantucket,,1
4/28/2020,Barnstable,820,39
4/28/2020,Berkshire,430,31
4/28/2020,Bristol,3270,155
4/28/2020,Dukes,15,
4/28/2020,Essex,7972,383
4/28/2020,Franklin,237,33
4/28/2020,Hampden,3546,346
4/28/2020,Hampshire,509,27
4/28/2020,Middlesex,13417,731
4/28/2020,Nantucket,11,
4/28/2020,Norfolk,5567,448
4/28/2020,Plymouth,4744,256
4/28/2020,Suffolk,12140,469
4/28/2020,Worcester,4999,229
4/28/2020,Unknown,625,5
4/28/2020,Dukes and Nantucket,,1
4/29/2020,Barnstable,842,40
4/29/2020,Berkshire,440,34
4/29/2020,Bristol,3429,165
4/29/2020,Dukes,16,
4/29/2020,Essex,8380,425
4/29/2020,Franklin,252,35
4/29/2020,Hampden,3698,358
4/29/2020,Hampshire,531,26
4/29/2020,Middlesex,13799,802
4/29/2020,Nantucket,11,
4/29/2020,Norfolk,5700,484
4/29/2020,Plymouth,4871,273
4/29/2020,Suffolk,12539,504
4/29/2020,Worcester,5300,253
4/29/2020,Unknown,457,5
4/29/2020,Dukes and Nantucket,,1
4/30/2020,Barnstable,860,43
4/30/2020,Berkshire,442,35
4/30/2020,Bristol,3580,172
4/30/2020,Dukes,17,
4/30/2020,Essex,8673,448
4/30/2020,Franklin,257,37
4/30/2020,Hampden,3777,373
4/30/2020,Hampshire,546,30
4/30/2020,Middlesex,14208,845
4/30/2020,Nantucket,11,
4/30/2020,Norfolk,5896,499
4/30/2020,Plymouth,5083,285
4/30/2020,Suffolk,12890,524
4/30/2020,Worcester,5550,265
4/30/2020,Unknown,415,5
4/30/2020,Dukes and Nantucket,,1
5/1/2020,Barnstable,902,45
5/1/2020,Berkshire,444,36
5/1/2020,Bristol,3792,182
5/1/2020,Dukes,18,
5/1/2020,Essex,9028,460
5/1/2020,Franklin,260,37
5/1/2020,Hampden,3900,381
5/1/2020,Hampshire,518,32
5/1/2020,Middlesex,14607,885
5/1/2020,Nantucket,11,
5/1/2020,Norfolk,6065,522
5/1/2020,Plymouth,5259,301
5/1/2020,Suffolk,13295,550
5/1/2020,Worcester,5787,278
5/1/2020,Unknown,425,6
5/1/2020,Dukes and Nantucket,,1
5/2/2020,Barnstable,937,46
5/2/2020,Berkshire,448,36
5/2/2020,Bristol,3916,187
5/2/2020,Dukes,18,
5/2/2020,Essex,9362,484
5/2/2020,Franklin,263,37
5/2/2020,Hampden,4003,387
5/2/2020,Hampshire,549,33
5/2/2020,Middlesex,15048,923
5/2/2020,Nantucket,11,
5/2/2020,Norfolk,6187,535
5/2/2020,Plymouth,5409,312
5/2/2020,Suffolk,13606,569
5/2/2020,Worcester,6129,292
5/2/2020,Unknown,377,4
5/2/2020,Dukes and Nantucket,,1
5/3/2020,Barnstable,946,47
5/3/2020,Berkshire,451,36
5/3/2020,Bristol,4019,198
5/3/2020,Dukes,21,
5/3/2020,Essex,9542,499
5/3/2020,Franklin,269,37
5/3/2020,Hampden,4066,398
5/3/2020,Hampshire,559,36
5/3/2020,Middlesex,15370,972
5/3/2020,Nantucket,11,
5/3/2020,Norfolk,6280,550
5/3/2020,Plymouth,5507,323
5/3/2020,Suffolk,13777,588
5/3/2020,Worcester,6288,312
5/3/2020,Unknown,981,7
5/3/2020,Dukes and Nantucket,,1
5/4/2020,Barnstable,961,47
5/4/2020,Berkshire,453,36
5/4/2020,Bristol,4103,205
5/4/2020,Dukes,21,
5/4/2020,Essex,9773,512
5/4/2020,Franklin,273,37
5/4/2020,Hampden,4114,408
5/4/2020,Hampshire,563,36
5/4/2020,Middlesex,15757,997
5/4/2020,Nantucket,11,
5/4/2020,Norfolk,6382,555
5/4/2020,Plymouth,5602,333
5/4/2020,Suffolk,13941,596
5/4/2020,Worcester,6471,320
5/4/2020,Unknown,662,7
5/4/2020,Dukes and Nantucket,,1
5/5/2020,Barnstable,969,48
5/5/2020,Berkshire,457,36
5/5/2020,Bristol,4235,210
5/5/2020,Dukes,21,
5/5/2020,Essex,9979,527
5/5/2020,Franklin,275,37
5/5/2020,Hampden,4203,415
5/5/2020,Hampshire,575,47
5/5/2020,Middlesex,15980,1028
5/5/2020,Nantucket,11,
5/5/2020,Norfolk,6466,575
5/5/2020,Plymouth,5736,341
5/5/2020,Suffolk,14173,609
5/5/2020,Worcester,6597,331
5/5/2020,Unknown,594,7
5/5/2020,Dukes and Nantucket,,1
5/6/2020,Barnstable,997,55
5/6/2020,Berkshire,461,37
5/6/2020,Bristol,4380,223
5/6/2020,Dukes,22,
5/6/2020,Essex,10344,561
5/6/2020,Franklin,278,38
5/6/2020,Hampden,4321,425
5/6/2020,Hampshire,580,47
5/6/2020,Middlesex,16327,1070
5/6/2020,Nantucket,12,
5/6/2020,Norfolk,6610,596
5/6/2020,Plymouth,5899,357
5/6/2020,Suffolk,14476,642
5/6/2020,Worcester,6992,365
5/6/2020,Unknown,326,3
5/6/2020,Dukes and Nantucket,,1
5/7/2020,Barnstable,1021,57
5/7/2020,Berkshire,464,37
5/7/2020,Bristol,4529,232
5/7/2020,Dukes,22,
5/7/2020,Essex,10610,578
5/7/2020,Franklin,285,39
5/7/2020,Hampden,4441,434
5/7/2020,Hampshire,595,48
5/7/2020,Middlesex,16676,1103
5/7/2020,Nantucket,11,
5/7/2020,Norfolk,6729,608
5/7/2020,Plymouth,6081,364
5/7/2020,Suffolk,14732,663
5/7/2020,Worcester,7197,385
5/7/2020,Unknown,328,3
5/7/2020,Dukes and Nantucket,,1
5/8/2020,Barnstable,1038,61
5/8/2020,Berkshire,472,37
5/8/2020,Bristol,4670,252
5/8/2020,Dukes,22,
5/8/2020,Essex,10995,601
5/8/2020,Franklin,289,41
5/8/2020,Hampden,4522,441
5/8/2020,Hampshire,654,48
5/8/2020,Middlesex,17014,1132
5/8/2020,Nantucket,11,
5/8/2020,Norfolk,6801,623
5/8/2020,Plymouth,6194,375
5/8/2020,Suffolk,14944,683
5/8/2020,Worcester,7410,404
5/8/2020,Unknown,297,3
5/8/2020,Dukes and Nantucket,,1
5/9/2020,Barnstable,1056,66
5/9/2020,Berkshire,472,37
5/9/2020,Bristol,4847,260
5/9/2020,Dukes,23,
5/9/2020,Essex,11211,625
5/9/2020,Franklin,294,42
5/9/2020,Hampden,4647,445
5/9/2020,Hampshire,659,50
5/9/2020,Middlesex,17307,1169
5/9/2020,Nantucket,11,
5/9/2020,Norfolk,6887,635
5/9/2020,Plymouth,6311,384
5/9/2020,Suffolk,15119,703
5/9/2020,Worcester,7611,420
5/9/2020,Unknown,288,3
5/9/2020,Dukes and Nantucket,,1
5/10/2020,Barnstable,1068,68
5/10/2020,Berkshire,475,37
5/10/2020,Bristol,4931,266
5/10/2020,Dukes,23,
5/10/2020,Essex,11353,644
5/10/2020,Franklin,294,42
5/10/2020,Hampden,4714,449
5/10/2020,Hampshire,676,55
5/10/2020,Middlesex,17589,1207
5/10/2020,Nantucket,12,
5/10/2020,Norfolk,6952,650
5/10/2020,Plymouth,6382,393
5/10/2020,Suffolk,15279,718
5/10/2020,Worcester,7743,444
5/10/2020,Unknown,302,5
5/10/2020,Dukes and Nantucket,,1
5/11/2020,Barnstable,1075,73
5/11/2020,Berkshire,478,37
5/11/2020,Bristol,4999,274
5/11/2020,Dukes,23,
5/11/2020,Essex,11432,669
5/11/2020,Franklin,296,42
5/11/2020,Hampden,4763,458
5/11/2020,Hampshire,688,57
5/11/2020,Middlesex,17774,1235
5/11/2020,Nantucket,12,
5/11/2020,Norfolk,7004,661
5/11/2020,Plymouth,6457,408
5/11/2020,Suffolk,15356,731
5/11/2020,Worcester,7818,457
5/11/2020,Unknown,287,5
5/11/2020,Dukes and Nantucket,,1
5/12/2020,Barnstable,1093,73
5/12/2020,Berkshire,485,37
5/12/2020,Bristol,5125,278
5/12/2020,Dukes,23,
5/12/2020,Essex,11572,678
5/12/2020,Franklin,297,42
5/12/2020,Hampden,4831,464
5/12/2020,Hampshire,702,57
5/12/2020,Middlesex,17953,1244
5/12/2020,Nantucket,12,
5/12/2020,Norfolk,7046,663
5/12/2020,Plymouth,6507,409
5/12/2020,Suffolk,15454,732
5/12/2020,Worcester,7959,459
5/12/2020,Unknown,273,4
5/12/2020,Dukes and Nantucket,,1
5/13/2020,Barnstable,1111,79
5/13/2020,Berkshire,486,37
5/13/2020,Bristol,5249,288
5/13/2020,Dukes,23,
5/13/2020,Essex,11703,704
5/13/2020,Franklin,302,43
5/13/2020,Hampden,4889,475
5/13/2020,Hampshire,708,64
5/13/2020,Middlesex,18201,1282
5/13/2020,Nantucket,12,
5/13/2020,Norfolk,7129,676
5/13/2020,Plymouth,6592,424
5/13/2020,Suffolk,15587,749
5/13/2020,Worcester,8241,489
5/13/2020,Unknown,264,4
5/13/2020,Dukes and Nantucket,,1
5/14/2020,Barnstable,1119,82
5/14/2020,Berkshire,488,37
5/14/2020,Bristol,5440,297
5/14/2020,Dukes,24,
5/14/2020,Essex,11950,725
5/14/2020,Franklin,302,43
5/14/2020,Hampden,4974,487
5/14/2020,Hampshire,724,66
5/14/2020,Middlesex,18381,1327
5/14/2020,Nantucket,12,
5/14/2020,Norfolk,7258,696
5/14/2020,Plymouth,6774,435
5/14/2020,Suffolk,15881,759
5/14/2020,Worcester,8555,524
5/14/2020,Unknown,300,3
5/15/2020,Dukes and Nantucket,,1
5/15/2020,Barnstable,1137,86
5/15/2020,Berkshire,491,37
5/15/2020,Bristol,5590,303
5/15/2020,Dukes,24,
5/15/2020,Essex,12131,751
5/15/2020,Franklin,304,43
5/15/2020,Hampden,5038,494
5/15/2020,Hampshire,738,67
5/15/2020,Middlesex,18683,1347
5/15/2020,Nantucket,12,
5/15/2020,Norfolk,7331,710
5/15/2020,Plymouth,6875,444
5/15/2020,Suffolk,15996,768
5/15/2020,Worcester,8786,538
5/15/2020,Unknown,285,3
5/15/2020,Dukes and Nantucket,,1
5/16/2020,Barnstable,1147,90
5/16/2020,Berkshire,495,37
5/16/2020,Bristol,5748,313
5/16/2020,Dukes,25,
5/16/2020,Essex,12314,766
5/16/2020,Franklin,304,44
5/16/2020,Hampden,5133,506
5/16/2020,Hampshire,751,69
5/16/2020,Middlesex,18883,1370
5/16/2020,Nantucket,12,
5/16/2020,Norfolk,7412,719
5/16/2020,Plymouth,6987,455
5/16/2020,Suffolk,16346,778
5/16/2020,Worcester,9067,554
5/16/2020,Unknown,309,3
5/16/2020,Dukes and Nantucket,,1
5/17/2020,Barnstable,1150,93
5/17/2020,Berkshire,497,37
5/17/2020,Bristol,5870,320
5/17/2020,Dukes,26,
5/17/2020,Essex,12462,776
5/17/2020,Franklin,308,44
5/17/2020,Hampden,5205,516
5/17/2020,Hampshire,767,72
5/17/2020,Middlesex,19129,1394
5/17/2020,Nantucket,12,
5/17/2020,Norfolk,7474,725
5/17/2020,Plymouth,7064,460
5/17/2020,Suffolk,16479,787
5/17/2020,Worcester,9252,569
5/17/2020,Unknown,315,3
5/17/2020,Dukes and Nantucket,,1
5/18/2020,Barnstable,1155,95
5/18/2020,Berkshire,497,37
5/18/2020,Bristol,5996,324
5/18/2020,Dukes,26,
5/18/2020,Essex,12587,790
5/18/2020,Franklin,308,45
5/18/2020,Hampden,5264,517
5/18/2020,Hampshire,774,72
5/18/2020,Middlesex,19345,1412
5/18/2020,Nantucket,12,
5/18/2020,Norfolk,7524,728
5/18/2020,Plymouth,7139,464
5/18/2020,Suffolk,16671,793
5/18/2020,Worcester,9442,581
5/18/2020,Unknown,312,3
5/18/2020,Dukes and Nantucket,,1
5/19/2020,Barnstable,1177,96
5/19/2020,Berkshire,497,37
5/19/2020,Bristol,6080,330
5/19/2020,Dukes,26,
5/19/2020,Essex,12748,797
5/19/2020,Franklin,308,45
5/19/2020,Hampden,5335,521
5/19/2020,Hampshire,780,73
5/19/2020,Middlesex,19504,1436
5/19/2020,Nantucket,12,
5/19/2020,Norfolk,7565,735
5/19/2020,Plymouth,7198,470
5/19/2020,Suffolk,16825,797
5/19/2020,Worcester,9582,597
5/19/2020,Unknown,288,3
5/19/2020,Dukes and Nantucket,,1
5/20/2020,Barnstable,1197,98
5/20/2020,Berkshire,500,37
5/20/2020,Bristol,6165,338
5/20/2020,Dukes,26,
5/20/2020,Essex,12920,817
5/20/2020,Franklin,309,46
5/20/2020,Hampden,5418,526
5/20/2020,Hampshire,792,76
5/20/2020,Middlesex,19708,1462
5/20/2020,Nantucket,12,
5/20/2020,Norfolk,7607,749
5/20/2020,Plymouth,7280,481
5/20/2020,Suffolk,16962,807
5/20/2020,Worcester,9780,625
5/20/2020,Unknown,294,3
5/20/2020,Dukes and Nantucket,,1
5/21/2020,Barnstable,1202,99
5/21/2020,Berkshire,509,37
5/21/2020,Bristol,6286,345
5/21/2020,Dukes,26,
5/21/2020,Essex,13063,831
5/21/2020,Franklin,310,46
5/21/2020,Hampden,5492,533
5/21/2020,Hampshire,806,76
5/21/2020,Middlesex,19930,1478
5/21/2020,Nantucket,13,
5/21/2020,Norfolk,7691,759
5/21/2020,Plymouth,7366,487
5/21/2020,Suffolk,17089,813
5/21/2020,Worcester,9997,640
5/21/2020,Unknown,304,3
5/21/2020,Dukes and Nantucket,,1
5/22/2020,Barnstable,1257,103
5/22/2020,Berkshire,510,38
5/22/2020,Bristol,6362,353
5/22/2020,Dukes,26,
5/22/2020,Essex,13221,842
5/22/2020,Franklin,310,46
5/22/2020,Hampden,5568,537
5/22/2020,Hampshire,812,76
5/22/2020,Middlesex,20085,1496
5/22/2020,Nantucket,13,
5/22/2020,Norfolk,7724,771
5/22/2020,Plymouth,7424,492
5/22/2020,Suffolk,17180,818
5/22/2020,Worcester,10101,652
5/22/2020,Unknown,296,3
5/22/2020,Dukes and Nantucket,,1
5/23/2020,Barnstable,1264,107
5/23/2020,Berkshire,515,38
5/23/2020,Bristol,6426,362
5/23/2020,Dukes,26,
5/23/2020,Essex,13334,848
5/23/2020,Franklin,312,46
5/23/2020,Hampden,5621,541
5/23/2020,Hampshire,819,77
5/23/2020,Middlesex,20232,1512
5/23/2020,Nantucket,13,
5/23/2020,Norfolk,7759,774
5/23/2020,Plymouth,7480,501
5/23/2020,Suffolk,17291,827
5/23/2020,Worcester,10251,667
5/23/2020,Unknown,319,3
5/23/2020,Dukes and Nantucket,,1
5/24/2020,Barnstable,1269,109
5/24/2020,Berkshire,520,38
5/24/2020,Bristol,6596,369
5/24/2020,Dukes,26,
5/24/2020,Essex,13457,859
5/24/2020,Franklin,313,47
5/24/2020,Hampden,5687,542
5/24/2020,Hampshire,830,78
5/24/2020,Middlesex,20437,1518
5/24/2020,Nantucket,13,
5/24/2020,Norfolk,7812,782
5/24/2020,Plymouth,7559,508
5/24/2020,Suffolk,17417,838
5/24/2020,Worcester,10431,679
5/24/2020,Unknown,308,4
5/24/2020,Dukes and Nantucket,,1
5/25/2020,Barnstable,1277,110
5/25/2020,Berkshire,523,38
5/25/2020,Bristol,6681,375
5/25/2020,Dukes,26,
5/25/2020,Essex,13575,863
5/25/2020,Franklin,314,47
5/25/2020,Hampden,5755,543
5/25/2020,Hampshire,834,80
5/25/2020,Middlesex,20539,1527
5/25/2020,Nantucket,13,
5/25/2020,Norfolk,7844,784
5/25/2020,Plymouth,7594,513
5/25/2020,Suffolk,17480,839
5/25/2020,Worcester,10505,692
5/25/2020,Unknown,311,4
5/25/2020,Dukes and Nantucket,,1
5/26/2020,Barnstable,1280,110
5/26/2020,Berkshire,537,39
5/26/2020,Bristol,6733,382
5/26/2020,Dukes,26,
5/26/2020,Essex,13670,870
5/26/2020,Franklin,315,47
5/26/2020,Hampden,5796,546
5/26/2020,Hampshire,840,82
5/26/2020,Middlesex,20601,1535
5/26/2020,Nantucket,13,
5/26/2020,Norfolk,7863,791
5/26/2020,Plymouth,7632,522
5/26/2020,Suffolk,17533,844
5/26/2020,Worcester,10557,700
5/26/2020,Unknown,297,4
5/26/2020,Dukes and Nantucket,,1
5/27/2020,Barnstable,1286,111
5/27/2020,Berkshire,539,40
5/27/2020,Bristol,6779,390
5/27/2020,Dukes,26,
5/27/2020,Essex,13778,878
5/27/2020,Franklin,317,47
5/27/2020,Hampden,5845,554
5/27/2020,Hampshire,843,82
5/27/2020,Middlesex,20706,1549
5/27/2020,Nantucket,13,
5/27/2020,Norfolk,7880,794
5/27/2020,Plymouth,7656,530
5/27/2020,Suffolk,17596,850
5/27/2020,Worcester,10647,716
5/27/2020,Unknown,309,5
5/27/2020,Dukes and Nantucket,,1
5/28/2020,Barnstable,1295,115
5/28/2020,Berkshire,539,40
5/28/2020,Bristol,6852,399
5/28/2020,Dukes,26,
5/28/2020,Essex,13899,895
5/28/2020,Franklin,319,47
5/28/2020,Hampden,5878,562
5/28/2020,Hampshire,845,83
5/28/2020,Middlesex,20857,1564
5/28/2020,Nantucket,13,
5/28/2020,Norfolk,7919,799
5/28/2020,Plymouth,7724,539
5/28/2020,Suffolk,17698,852
5/28/2020,Worcester,10713,738
5/28/2020,Unknown,318,6
5/28/2020,Dukes and Nantucket,,1
5/29/2020,Barnstable,1303,116
5/29/2020,Berkshire,544,40
5/29/2020,Bristol,6930,404
5/29/2020,Dukes,26,
5/29/2020,Essex,13994,906
5/29/2020,Franklin,319,47
5/29/2020,Hampden,5942,569
5/29/2020,Hampshire,853,86
5/29/2020,Middlesex,20972,1583
5/29/2020,Nantucket,13,
5/29/2020,Norfolk,7959,811
5/29/2020,Plymouth,7766,542
5/29/2020,Suffolk,17786,861
5/29/2020,Worcester,10816,746
5/29/2020,Unknown,289,6
5/29/2020,Dukes and Nantucket,,1
5/30/2020,Barnstable,1305,115
5/30/2020,Berkshire,544,40
5/30/2020,Bristol,7089,410
5/30/2020,Dukes,26,
5/30/2020,Essex,14099,909
5/30/2020,Franklin,319,47
5/30/2020,Hampden,5982,572
5/30/2020,Hampshire,855,88
5/30/2020,Middlesex,21124,1596
5/30/2020,Nantucket,13,
5/30/2020,Norfolk,8016,815
5/30/2020,Plymouth,7819,548
5/30/2020,Suffolk,17873,868
5/30/2020,Worcester,10901,753
5/30/2020,Unknown,336,6
5/30/2020,Dukes and Nantucket,,1
